04/05/2019;00:00:48;20.29 km/h;Liviano;Loja - Malacatos
04/05/2019;00:05:44;12.70 km/h;Liviano;Malacatos - Loja
04/05/2019;00:06:50;11.60 km/h;Liviano;Malacatos - Loja
04/05/2019;00:06:56;16.11 km/h;Liviano;Loja - Malacatos
04/05/2019;00:09:14;16.40 km/h;Pesado;Loja - Malacatos
04/05/2019;00:09:15;11.52 km/h;Liviano;Loja - Malacatos
04/05/2019;00:09:18;18.30 km/h;Liviano;Malacatos - Loja
04/05/2019;00:13:02;16.55 km/h;Liviano;Malacatos - Loja
04/05/2019;00:13:05;11.63 km/h;Liviano;Malacatos - Loja
04/05/2019;00:15:34;11.02 km/h;Liviano;Loja - Malacatos
04/05/2019;00:15:39;8.17 km/h;Liviano;Malacatos - Loja
04/05/2019;00:15:43;27.70 km/h;Liviano;Malacatos - Loja
04/05/2019;00:17:47;10.30 km/h;Liviano;Loja - Malacatos
04/05/2019;00:17:56;14.14 km/h;Liviano;Malacatos - Loja
04/05/2019;00:21:30;15.57 km/h;Liviano;Loja - Malacatos
04/05/2019;00:29:32;20.40 km/h;Liviano;Loja - Malacatos
04/05/2019;00:33:13;20.94 km/h;Liviano;Malacatos - Loja
04/05/2019;00:36:25;14.71 km/h;Liviano;Malacatos - Loja
04/05/2019;00:36:28;22.61 km/h;Liviano;Malacatos - Loja
04/05/2019;00:36:51;20.97 km/h;Liviano;Malacatos - Loja
04/05/2019;00:36:51;15.58 km/h;Liviano;Loja - Malacatos
04/05/2019;00:36:53;11.59 km/h;Liviano;Malacatos - Loja
04/05/2019;00:39:41;15.15 km/h;Liviano;Malacatos - Loja
04/05/2019;00:43:07;16.23 km/h;Liviano;Loja - Malacatos
04/05/2019;00:43:17;14.33 km/h;Liviano;Loja - Malacatos
04/05/2019;00:43:27;10.25 km/h;Liviano;Malacatos - Loja
04/05/2019;00:48:20;10.23 km/h;Liviano;Malacatos - Loja
