Ingreso;Vehículo Liviano;110.63;1/3/2019;00:37:55
Salida;Vehículo Liviano;13.04;1/3/2019;00:38:01
Salida;Vehículo Pesado;76.31;1/3/2019;00:38:08
Ingreso;Vehículo Liviano;88.42;1/3/2019;00:38:19
Ingreso;Vehículo Liviano;60.01;1/3/2019;00:38:32
Ingreso;Vehículo Liviano;8.38;1/3/2019;00:38:43
Salida;Vehículo Mediano;23.78;1/3/2019;00:38:54
Ingreso;Vehículo Liviano;72.89;1/3/2019;00:38:59
Ingreso;Vehículo Pesado;53.55;1/3/2019;00:39:08
Salida;Vehículo Liviano;16.33;1/3/2019;00:39:36
Salida;Vehículo Liviano;77.18;1/3/2019;00:39:39
Salida;Vehículo Mediano;13.68;1/3/2019;00:40:17
Salida;Vehículo Pesado;51.32;1/3/2019;00:40:19
Salida;Vehículo Liviano;24.85;1/3/2019;00:40:28
Ingreso;Vehículo Pesado;29.03;1/3/2019;00:41:02
Ingreso;Vehículo Liviano;75.94;1/3/2019;00:41:09
Ingreso;Vehículo Liviano;42.06;1/3/2019;00:41:22
Salida;Vehículo Liviano;17.96;1/3/2019;00:41:43
Salida;Vehículo Liviano;62.53;1/3/2019;00:41:58
Ingreso;Vehículo Liviano;12.15;1/3/2019;00:42:10
Ingreso;Vehículo Liviano;89.55;1/3/2019;00:43:10
Salida;Vehículo Liviano;70.88;1/3/2019;00:43:11
Salida;Vehículo Liviano;25.03;1/3/2019;00:43:30
Ingreso;Vehículo Liviano;24.6;1/3/2019;00:43:46
Salida;Vehículo Liviano;25.56;1/3/2019;00:43:55
Salida;Vehículo Pesado;44.8;1/3/2019;00:44:15
Ingreso;Vehículo Liviano;21.43;1/3/2019;00:44:39
Ingreso;Vehículo Liviano;61.1;1/3/2019;00:44:56
Salida;Vehículo Liviano;26.78;1/3/2019;00:44:59
Ingreso;Vehículo Liviano;12.62;1/3/2019;00:45:09
Salida;Vehículo Liviano;10.21;1/3/2019;00:45:11
Ingreso;Vehículo Liviano;59.41;1/3/2019;00:45:26
Ingreso;Vehículo Liviano;73.13;1/3/2019;00:45:41
Ingreso;Vehículo Pesado;35.63;1/3/2019;00:45:42
Salida;Vehículo Liviano;10.72;1/3/2019;00:45:42
Ingreso;Vehículo Pesado;40.91;1/3/2019;00:45:44
Ingreso;Vehículo Liviano;92.73;1/3/2019;00:45:53
Ingreso;Vehículo Liviano;8.18;1/3/2019;00:46:08
Ingreso;Vehículo Liviano;28.17;1/3/2019;00:46:12
Ingreso;Vehículo Liviano;80.69;1/3/2019;00:46:22
Ingreso;Vehículo Liviano;60.17;1/3/2019;00:46:40
Salida;Vehículo Liviano;40.7;1/3/2019;00:47:12
Ingreso;Vehículo Liviano;69.69;1/3/2019;00:47:13
Ingreso;Vehículo Liviano;5.41;1/3/2019;00:47:31
Ingreso;Vehículo Liviano;74.1;1/3/2019;00:47:56
Salida;Vehículo Liviano;14.23;1/3/2019;00:48:06
Ingreso;Vehículo Liviano;36.25;1/3/2019;00:49:14
Ingreso;Vehículo Liviano;8.03;1/3/2019;00:49:20
Ingreso;Vehículo Liviano;12.95;1/3/2019;00:49:31
Ingreso;Vehículo Liviano;14.95;1/3/2019;00:49:46
Salida;Vehículo Liviano;31.11;1/3/2019;00:49:49
Ingreso;Vehículo Liviano;9.25;1/3/2019;00:49:51
Ingreso;Vehículo Liviano;30.98;1/3/2019;00:49:52
Salida;Vehículo Liviano;60;1/3/2019;00:50:08
Ingreso;Vehículo Liviano;29.77;1/3/2019;00:50:09
Ingreso;Vehículo Pesado;39.73;1/3/2019;00:50:11
